WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
4,Hobart,Hobart International,2023-01-10,WTA250,Outdoor,Hard,1st Round,3,Parrizas Diaz N.,Sherif M.,77.0,52.0,772.0,991.0,2.0,6.0,6.0,2.0,6.0,1.0,2.0,1.0,Completed,1.57,2.38,1.59,2.49,1.6,2.55,1.56,2.4
4,Hobart,Hobart International,2023-01-10,WTA250,Outdoor,Hard,1st Round,3,Cocciaretto E.,Cornet A.,67.0,34.0,850.0,1347.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,2.2,1.67,2.35,1.66,2.35,1.73,2.21,1.65
4,Hobart,Hobart International,2023-01-10,WTA250,Outdoor,Hard,1st Round,3,Pera B.,Brengle M.,44.0,62.0,1086.0,876.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,2.0,1.8,1.93,1.95,2.05,1.95,1.95,1.84
4,Hobart,Hobart International,2023-01-10,WTA250,Outdoor,Hard,1st Round,3,Bonaventure Y.,Zidansek T.,92.0,88.0,679.0,709.0,6.0,7.0,6.0,2.0,6.0,2.0,2.0,1.0,Completed,1.73,2.1,1.73,2.22,1.76,2.22,1.72,2.11
4,Hobart,Hobart International,2023-01-10,WTA250,Outdoor,Hard,1st Round,3,Kenin S.,Zhu L.,280.0,85.0,214.0,724.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.53,2.5,1.55,2.61,1.62,2.61,1.53,2.47
4,Hobart,Hobart International,2023-01-10,WTA250,Outdoor,Hard,1st Round,3,Blinkova A.,Bronzetti L.,72.0,50.0,809.0,996.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.75,1.51,2.74,1.51,2.8,1.45,2.7
4,Hobart,Hobart International,2023-01-10,WTA250,Outdoor,Hard,1st Round,3,Zanevska M.,Mertens E.,87.0,27.0,715.0,1475.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,3.4,1.33,2.99,1.44,3.4,1.45,2.91,1.4
4,Hobart,Hobart International,2023-01-10,WTA250,Outdoor,Hard,1st Round,3,Van Uytvanck A.,Linette M.,70.0,46.0,828.0,1060.0,6.0,4.0,1.0,6.0,6.0,4.0,2.0,1.0,Completed,3.0,1.4,2.89,1.47,3.04,1.47,2.85,1.41
4,Hobart,Hobart International,2023-01-11,WTA250,Outdoor,Hard,2nd Round,3,Pera B.,Siegemund L.,44.0,170.0,1086.0,368.0,6.0,4.0,6.0,7.0,6.0,4.0,2.0,1.0,Completed,1.44,2.75,1.51,2.74,1.51,2.9,1.46,2.72
4,Hobart,Hobart International,2023-01-11,WTA250,Outdoor,Hard,2nd Round,3,Cocciaretto E.,Paolini J.,67.0,65.0,850.0,867.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.8,2.0,1.87,2.02,1.87,2.06,1.81,2.0
4,Hobart,Hobart International,2023-01-11,WTA250,Outdoor,Hard,2nd Round,3,Kalinina A.,Maria T.,40.0,71.0,1197.0,824.0,4.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,1.2,4.5,1.22,4.83,1.22,4.95,1.2,4.54
4,Hobart,Hobart International,2023-01-11,WTA250,Outdoor,Hard,2nd Round,3,Davis L.,Bonaventure Y.,84.0,92.0,734.0,679.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.53,2.5,1.55,2.6,1.6,2.6,1.55,2.42
4,Hobart,Hobart International,2023-01-11,WTA250,Outdoor,Hard,2nd Round,3,Kenin S.,Zanevska M.,280.0,87.0,214.0,715.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.62,2.3,1.68,2.3,1.71,2.53,1.64,2.26
4,Hobart,Hobart International,2023-01-11,WTA250,Outdoor,Hard,2nd Round,3,Blinkova A.,Bouzkova M.,72.0,26.0,809.0,1552.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,3.0,1.4,3.33,1.37,3.33,1.42,3.09,1.36
4,Hobart,Hobart International,2023-01-11,WTA250,Outdoor,Hard,2nd Round,3,Wang Xin.,Van Uytvanck A.,89.0,70.0,698.0,828.0,7.0,5.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,2.3,1.62,2.33,1.67,2.4,1.73,2.24,1.64
4,Hobart,Hobart International,2023-01-11,WTA250,Outdoor,Hard,2nd Round,3,Putintseva Y.,Parrizas Diaz N.,51.0,77.0,995.0,772.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.57,2.38,1.7,2.27,1.7,2.45,1.59,2.34
4,Hobart,Hobart International,2023-01-12,WTA250,Outdoor,Hard,Quarterfinals,3,Cocciaretto E.,Pera B.,67.0,44.0,850.0,1086.0,5.0,7.0,7.0,6.0,6.0,4.0,2.0,1.0,Completed,1.73,2.1,1.81,2.12,1.93,2.15,1.76,2.04
4,Hobart,Hobart International,2023-01-12,WTA250,Outdoor,Hard,Quarterfinals,3,Kenin S.,Kalinina A.,280.0,40.0,214.0,1197.0,4.0,6.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,2.1,1.73,2.15,1.79,2.15,1.83,2.07,1.75
4,Hobart,Hobart International,2023-01-12,WTA250,Outdoor,Hard,Quarterfinals,3,Blinkova A.,Putintseva Y.,72.0,51.0,809.0,995.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.0,1.8,2.15,1.79,2.16,1.86,2.02,1.78
4,Hobart,Hobart International,2023-01-12,WTA250,Outdoor,Hard,Quarterfinals,3,Davis L.,Wang Xin.,84.0,89.0,734.0,698.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.57,2.38,1.64,2.42,1.64,2.6,1.56,2.4
4,Hobart,Hobart International,2023-01-13,WTA250,Outdoor,Hard,Semifinals,3,Cocciaretto E.,Kenin S.,67.0,280.0,850.0,214.0,7.0,5.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,2.5,1.53,2.56,1.58,2.65,1.7,2.46,1.54
4,Hobart,Hobart International,2023-01-13,WTA250,Outdoor,Hard,Semifinals,3,Davis L.,Blinkova A.,84.0,72.0,734.0,809.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.8,2.0,1.83,2.09,1.86,2.16,1.78,2.04
4,Hobart,Hobart International,2023-01-14,WTA250,Outdoor,Hard,The Final,3,Davis L.,Cocciaretto E.,84.0,67.0,734.0,850.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,2.0,1.8,1.86,2.06,2.0,2.06,1.84,1.97
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Bucsa C.,Lys E.,100.0,126.0,611.0,507.0,2.0,6.0,6.0,0.0,6.0,2.0,2.0,1.0,Completed,1.8,2.0,1.99,1.89,2.01,2.05,1.92,1.89
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Shnaider D.,Kucova K.,106.0,272.0,593.0,227.0,7.0,6.0,7.0,5.0,,,2.0,0.0,Completed,1.25,4.0,1.25,4.35,1.29,4.5,1.23,4.15
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Collins D.,Kalinskaya A.,11.0,59.0,2388.0,948.0,7.0,5.0,5.0,7.0,6.0,4.0,2.0,1.0,Completed,1.4,3.0,1.44,2.98,1.44,3.1,1.41,2.95
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Pegula J.,Cristian J.,3.0,161.0,5000.0,388.0,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.06,10.0,1.06,12.42,1.07,12.54,1.06,9.87
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Gadecki O.,Kudermetova P.,199.0,182.0,326.0,353.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,2.5,1.53,2.49,1.6,2.6,1.6,2.5,1.53
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Kostyuk M.,Anisimova A.,61.0,27.0,915.0,1535.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.0,1.8,1.95,1.93,2.05,1.93,1.97,1.85
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Andreescu B.,Bouzkova M.,43.0,26.0,1121.0,1581.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.73,2.1,1.81,2.1,1.83,2.2,1.74,2.1
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Raducanu E.,Korpatsch T.,77.0,76.0,784.0,787.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.17,5.0,1.17,5.82,1.19,7.0,1.16,5.32
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Gauff C.,Siniakova K.,7.0,46.0,3762.0,1055.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.29,3.75,1.28,4.02,1.32,4.02,1.28,3.72
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Sakkari M.,Yuan Y.,6.0,117.0,3921.0,538.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.13,6.0,1.15,6.38,1.16,6.67,1.13,6.05
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Pera B.,Uchijima M.,41.0,116.0,1145.0,546.0,2.0,6.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,1.25,4.0,1.28,4.01,1.28,4.3,1.25,3.96
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Burel C.,Gibson T.,130.0,344.0,499.0,157.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.14,5.5,1.15,6.25,1.17,6.25,1.14,5.67
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Kvitova P.,Van Uytvanck A.,15.0,68.0,2221.0,846.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,1.25,4.0,1.23,4.59,1.3,4.75,1.23,4.15
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Muchova K.,Tsurenko L.,133.0,134.0,476.0,473.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.62,2.3,1.71,2.24,1.72,2.38,1.65,2.26
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Kalinina A.,Vandeweghe C.,39.0,139.0,1227.0,451.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.33,3.4,1.36,3.41,1.4,3.48,1.34,3.28
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Azarenka V.,Kenin S.,24.0,203.0,1598.0,323.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.44,2.75,1.48,2.83,1.48,3.0,1.44,2.82
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Ostapenko J.,Yastremska D.,17.0,101.0,2040.0,611.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.4,3.0,1.41,3.11,1.45,3.12,1.41,2.92
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Sasnovich A.,Fruhvirtova B.,38.0,136.0,1231.0,471.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.44,2.75,1.44,2.97,1.46,3.05,1.42,2.9
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Zheng Q.,Galfi D.,28.0,88.0,1534.0,715.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.13,6.0,1.11,7.71,1.15,7.71,1.11,6.7
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Bondar A.,Bogdan A.,81.0,63.0,756.0,910.0,6.0,2.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,3.0,1.4,3.17,1.4,3.17,1.41,3.02,1.39
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Krejcikova B.,Bejlek S.,23.0,175.0,1600.0,363.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.2,4.5,1.2,5.11,1.23,5.11,1.2,4.63
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Baindl K.,Rakhimova K.,95.0,110.0,638.0,585.0,7.0,5.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,1.91,1.91,1.89,2.0,1.95,2.0,1.88,1.93
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Osorio M.,Udvardy P.,84.0,89.0,744.0,695.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.4,3.0,1.41,3.1,1.45,3.1,1.41,2.94
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Mcnally C.,Pigossi L.,94.0,112.0,661.0,559.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.17,5.0,1.17,5.74,1.18,5.75,1.16,5.25
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Podoroska N.,Jeanjean L.,191.0,109.0,335.0,589.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.91,1.91,1.94,1.94,1.95,2.1,1.89,1.92
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Rybakina E.,Cocciaretto E.,25.0,48.0,1585.0,1015.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.36,3.2,1.34,3.41,1.36,3.55,1.34,3.28
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Teichmann J.,Dart H.,33.0,96.0,1429.0,637.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.5,2.63,1.53,2.66,1.55,2.7,1.51,2.6
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Zhu L.,Marino R.,87.0,67.0,724.0,859.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,2.2,1.67,2.23,1.72,2.3,1.72,2.22,1.67
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Juvan K.,Janicijevic S.,104.0,185.0,603.0,345.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.33,3.4,1.41,3.14,1.41,3.42,1.36,3.16
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Swiatek I.,Niemeier J.,1.0,69.0,11025.0,845.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.06,10.0,1.08,10.55,1.1,15.01,1.07,9.17
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Wang Xin.,Sanders S.,79.0,239.0,768.0,263.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.62,2.3,1.62,2.43,1.83,2.43,1.63,2.3
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Keys M.,Blinkova A.,13.0,60.0,2318.0,922.0,6.0,4.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,1.22,4.33,1.23,4.67,1.25,4.67,1.22,4.27
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Rogers S.,Hartono A.,51.0,240.0,1002.0,263.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.14,5.5,1.16,5.89,1.16,6.5,1.15,5.58
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Schmiedlova A.,Trevisan M.,105.0,21.0,603.0,1672.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.91,1.91,2.0,1.89,2.1,1.91,1.95,1.86
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Alexandrova E.,Bonaventure Y.,18.0,90.0,1910.0,694.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.4,3.0,1.35,3.43,1.4,3.43,1.37,3.08
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Giorgi C.,Pavlyuchenkova A.,70.0,364.0,836.0,142.0,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.8,2.0,1.75,2.19,1.87,2.21,1.74,2.1
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Fernandez L.A.,Cornet A.,40.0,34.0,1198.0,1347.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.57,2.38,1.64,2.4,1.7,2.43,1.6,2.35
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Mertens E.,Muguruza G.,32.0,73.0,1449.0,824.0,3.0,6.0,7.0,6.0,6.0,1.0,2.0,1.0,Completed,2.0,1.8,2.05,1.85,2.15,1.85,2.06,1.78
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Birrell K.,Kanepi K.,167.0,29.0,374.0,1472.0,3.0,6.0,7.0,6.0,6.0,1.0,2.0,1.0,Completed,5.5,1.14,5.25,1.19,5.75,1.2,5.2,1.17
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Townsend T.,Parry D.,135.0,107.0,471.0,590.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.44,2.75,1.54,2.64,1.55,2.92,1.5,2.61
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Sabalenka A.,Martincova T.,5.0,74.0,4340.0,800.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.08,8.0,1.09,9.06,1.11,9.06,1.09,7.59
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Fruhvirtova L.,Fourlis J.,82.0,160.0,746.0,389.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.25,4.0,1.31,3.79,1.31,4.21,1.27,3.77
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Garcia C.,Sebov K.,4.0,190.0,4415.0,338.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.11,6.5,1.15,6.48,1.16,7.0,1.12,6.23
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Volynets K.,Rodina E.,113.0,445.0,556.0,101.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.36,3.2,1.36,3.4,1.39,3.5,1.35,3.24
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Kontaveit A.,Grabher J.,19.0,85.0,1909.0,744.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.08,8.0,1.09,9.3,1.09,9.5,1.08,8.07
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Pliskova Ka.,Wang Xiy.,31.0,53.0,1450.0,993.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.29,3.75,1.31,3.76,1.31,3.9,1.29,3.64
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Kudermetova V.,Zanevska M.,9.0,80.0,2800.0,762.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.17,5.0,1.18,5.53,1.19,5.72,1.17,5.1
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Martic P.,Golubic V.,37.0,83.0,1237.0,744.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.73,2.1,1.77,2.15,1.78,2.2,1.73,2.12
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Samsonova L.,Paolini J.,20.0,66.0,1905.0,867.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.14,5.5,1.19,5.27,1.19,5.6,1.17,5.17
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Putintseva Y.,Cirstea S.,47.0,42.0,1054.0,1136.0,2.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,2.1,1.73,2.1,1.81,2.21,1.83,2.1,1.74
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Jabeur O.,Zidansek T.,2.0,98.0,5140.0,617.0,7.0,6.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,1.1,7.0,1.12,7.6,1.13,7.6,1.11,6.84
5,Melbourne,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Bencic B.,Tomova V.,10.0,91.0,2735.0,682.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.05,11.0,1.05,14.58,1.05,14.58,1.04,11.56
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,3,Stefanini L.,Maria T.,141.0,71.0,447.0,834.0,3.0,6.0,7.0,5.0,6.0,4.0,2.0,1.0,Completed,2.3,1.62,2.54,1.56,2.6,1.66,2.42,1.57
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,3,Vekic D.,Selekhmeteva O.,64.0,179.0,906.0,356.0,6.0,2.0,2.0,6.0,7.0,6.0,2.0,1.0,Completed,1.29,3.75,1.32,3.69,1.32,3.8,1.3,3.59
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,3,Begu I.,Mandlik E.,30.0,129.0,1472.0,500.0,3.0,6.0,7.0,6.0,6.0,2.0,2.0,1.0,Completed,1.22,4.33,1.21,4.9,1.23,4.9,1.21,4.4
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,3,Siegemund L.,Bronzetti L.,158.0,52.0,397.0,996.0,2.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,2.0,1.8,2.16,1.75,2.17,1.85,2.07,1.76
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,3,Davis L.,Kovinic D.,57.0,55.0,954.0,966.0,1.0,6.0,7.0,5.0,6.0,1.0,2.0,1.0,Completed,1.44,2.75,1.42,3.07,1.44,3.25,1.39,3.01
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,3,Potapova A.,Stephens S.,44.0,36.0,1079.0,1244.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,2.0,1.8,2.09,1.82,2.15,1.82,2.03,1.8
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,3,Linette M.,Sherif M.,45.0,54.0,1060.0,991.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.22,4.33,1.24,4.42,1.25,4.8,1.22,4.28
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,3,Vondrousova M.,Riske-Amritraj A.,86.0,49.0,732.0,1013.0,5.0,7.0,6.0,1.0,6.0,4.0,2.0,1.0,Completed,1.2,4.5,1.22,4.85,1.27,4.85,1.21,4.42
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,3,Zhang S.,Tig P.M.,22.0,777.0,1600.0,29.0,6.0,1.0,4.0,6.0,6.0,0.0,2.0,1.0,Completed,1.08,8.0,1.1,7.97,1.11,8.81,1.09,7.52
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,3,Gracheva V.,Kasatkina D.,97.0,8.0,630.0,3500.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,6.0,1.13,7.09,1.13,7.1,1.15,6.46,1.12
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,3,Liu C.,Brengle M.,62.0,72.0,912.0,831.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.62,2.3,1.67,2.32,1.68,2.5,1.63,2.29
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,3,Parrizas Diaz N.,Haddad Maia B.,75.0,14.0,790.0,2255.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,4.5,1.2,4.89,1.21,4.95,1.22,4.58,1.2
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Bucsa C.,Andreescu B.,100.0,43.0,611.0,1121.0,2.0,6.0,7.0,6.0,6.0,4.0,2.0,1.0,Completed,5.0,1.17,6.17,1.15,6.17,1.2,5.29,1.16
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Ostapenko J.,Bondar A.,17.0,81.0,2040.0,756.0,7.0,6.0,5.0,7.0,6.0,0.0,2.0,1.0,Completed,1.2,4.5,1.2,4.98,1.24,5.0,1.2,4.62
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Sakkari M.,Shnaider D.,6.0,106.0,3921.0,593.0,3.0,6.0,7.0,5.0,6.0,3.0,2.0,1.0,Completed,1.17,5.0,1.17,5.53,1.23,5.53,1.18,4.94
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Swiatek I.,Osorio M.,1.0,84.0,11025.0,744.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.04,13.0,1.04,17.5,1.05,17.5,1.03,12.47
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Zhu L.,Teichmann J.,87.0,33.0,724.0,1429.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,2.75,1.44,3.0,1.43,3.01,1.46,2.86,1.43
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Pegula J.,Sasnovich A.,3.0,38.0,5000.0,1231.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.14,5.5,1.15,6.1,1.17,6.4,1.14,5.64
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Kalinina A.,Kvitova P.,39.0,15.0,1227.0,2221.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,2.5,1.53,2.45,1.6,2.62,1.63,2.42,1.57
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Krejcikova B.,Burel C.,23.0,130.0,1600.0,499.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.17,5.0,1.16,5.76,1.22,5.76,1.17,5.19
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Keys M.,Wang Xin.,13.0,79.0,2318.0,768.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.17,5.0,1.18,5.48,1.2,5.48,1.18,4.94
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Baindl K.,Mcnally C.,95.0,94.0,638.0,661.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,2.5,1.53,2.75,1.49,2.9,1.55,2.6,1.5
5,Melbourne,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Gauff C.,Raducanu E.,7.0,77.0,3762.0,784.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.29,3.75,1.28,3.97,1.34,3.97,1.29,3.64
